,Text,value
1735,ngu loz quân_đội mẽo yếu_kém ngiờ sát pccc giờơn t tgiờàngiờ đống sắt vụn tộc nail cạo nail lòi lozz đóng tgiờuế nuôi đám ngiờ sát pccc dập đám cgiờáy cỏ con giờơn giờ cgiờưa dập xong tất cộng_sản mua cgiờuột quân_đội mẽo đốt tàu,0
1736,giận quá coi_chừng đứt gân máu kkk,0
1737,địt_mẹ hồ lồn ok bạn nhé,1
1738,hồ lồn nhé,1
1739,hồ lồn nhé bạn,1
1740,úo dời khát nước mới giận cuộc_sống ấm_no hạnh_phúc đặt biệt đất_nước m dao giận,0
1741,năm hơn chục máy_bay su nga rơi trục_trặc động_cơ hàng nga chất_lượng hơn nhỉ,0
1742,năm nay trực_thăng nga rớt chục trục_trặc động_cơ,0
1743,đất_nước nước dâng tới háng hả thèm tui mua quốc_tịch lào kkkk,0
1744,lồn mẹ mày,0
1745,k biết hàng nga thế_nào con mig lạc_hậu đũ vã pháo_đài_bay b niềm tự_hào người mẽo sml khai_thác nhôm bầu_trời hà_nội ngoài còn khiến quân_lực hạng thế_giới thành đám lưu_vong tộc nail,0
1746,tháng mày rơi màyáy bay đấy nhìn thật đi,0
1747,tụi ngu chửi nó nó lôi hàng nga chửi quên chính hàng nga vã mẽo sml biến đám ăn_hại thành tộc nail chắc hận quá lôi hàng nga chửi á,0
1748,xem hết bình_luận mới biết sao gọi phản_động toàn lũ mất_dạy thôi,0
1749,trẻ trâu,0
1750,lào ở hộ bạn ei,0
1751,ai dạy tụi nó đâu ngu già tới trẻ,0
1752,mày thiệt_hại cộng_sản vui con_hoang tàu khác,1
1753,riêng cộng_sản tàu mẽo tộc nail vã sml còn tộc nail ngoài ngu lozzz tấu hài sủa mướn mẽo làm đc con_mẹ đời,0
1754,vả tàu sml thấy nói thấy làm nghe dân nói kìa dân giờ dùng bán_nước đảng một_cách thản_nhiên hề thấy sai sai lòng dân bây_giờ,0
1755,việt nam cộng_hoà thua ai nói thua thua kẻ thắng sao tru_tréo chửi_bới người ngã ngựa tốt nh nào rao_giảng nhân_nghĩa,0
1756,còn dân nói dân việt trong nước nói đấy m ơn chó săn_vi hành ngoài nghe dân nói à chó_săn bặm trợn dân biết liền kiếm chó_săn ấy female nó dễ hoà_nhập hơn,1
1757,dcm sao bạn t chửi đám ăn_hại tụi bây xỏ_lá kẻ mất nước bày_đặt dạy người khác giữ nước khác éo nào con đĩ đi dạy người khác cách giữ trinh bớt tấu hài anh bạn,1
1758,sao cảnh_báo lòng dân xem_thường nhận hậu_quả ráng chịu hoà_giải còn đường chia quyền lãnh_đạo đất_nước còn lật_đổ nước xã_hội chủ_nghĩa sụp_đổ đảng cộng_sản tồn bóng_ma,1
1759,cộng_sản said bố éo thích chia bố thích quản mình k,0
1760,kiểu bố thích miền bắc ấy chịu tương_lai quyết_định đi,0
1761,lũ dạy ngày hôm_nay toàn dạy kiểu nhét cức não đảng béc hù muôn_năm quang_vinh lầnđúng con bắc kì cộng hà_lội,1
1762,nhét kiểu dân_chúng hạnh_phúc ấm_no nhét sao đừng dân khát nước dân m tấu hài người khác xem nhé a bạn,0
1763,thế chỏ mỏ về việt nam chi bỏ tiếng việt luôn đi nói lào á thứ súc_vật,0
1764,chơi link gốc nề nhắc_chữ mồm tộc nail trùm đệ nhất quốc_sư said,0
1765,tng tạo đi comment bằng clip hài đi luôn khỏi thách,0
1766,nhut tan luong tiếng việt cu hả chử chụy học chụy quyền xài nghen trump dạy chụy bức_xúc tiếng méo câm giống cu,0
1767,khát nước khát rân trủ_thế,0
1768,thuế thuế_ccđang bận rồitộc nails said,0
1769,ngẫm_nghĩ nó chả sai tẹo nào đâu bạn êi,0
1770,hoà_giải việt nam cộng_hoà chia quyền lãnh_đạo hởvậy thôi hoà_hợp hoà_giải đâu dân việt_said,0
1771,ấm_no hạnh_phúc,0
1772,mày đưa thằng trần dần sóng m đéo thếnó ông nội mày ah,0
1773,dân_chúng hạnh_phúc ấm_no nè thằng bưng bôđúng chất bọn v xạo lồn đúng bản_chất bọn bắc kì cộng,0
1774,chuột gây cháy,0
1775,chúng bằng_cấp nói đúng hơn chúng học chúng sống lâu lão ng m dở ngoáp khổ mấy anh nông_dân ngày_xưa cầm tầm_vông gậy_gộc cuốc xẻng búa liềm lật_đổ chế_độ phong_kiến thôi,0
1776,ngu_muội việt tân dân việt_nam còng lưng trả nợ gần trăm triệu đô nè,0
1777,vũ hữu triệu đô bằng t_đô,0
1778,báo lá_cải đảng quản ní ai tin,0
1779,ủa thế tin việt tân đăng ai xác_thực,0
1780,giả_vờ đúng bọn nó vui triệu bằng t,0
1781,người việt hải ngoại tin_tức tư_duy đa_chiều gạt họ họ cào nhà biết hả,0
1782,nguyễn sang tui thấy tội_nghiệp sẳn rảnh kkk,0
1783,biết nhục sửa_đổi nhìn đống sắt gỉ cát linh hà đông dân đéo ai nó tin năm đéo nào bố đi học l luận cao_cấp nọ kia đéo biết mi biết nhục dân,1
1784,quản_ní,0
1785,mi điên hảngu vl,0
1786,y ăn ngu thế y não tư_duy nhận_xét à,0
1787,đám đám ăn bámăn hại trong truyền_thuyết đấy hởtrăm nghe bằng mắt thấy,1
1788,nhìn nó bần bầnđần thối thế_nào ấy nhỉ,1
1789,đảng cử dân bầu độc đảng thủ_tiêu phản_biện một_mình một sân một_mình một còi dễ_bề thăm nhũng đe_dọa dân nhục_nhã chê độ độc_tài toàn trị việt nam tụt_hậu k ngạc_nhiên buồn,1
1790,bọn ăn_hại năm nói thừa,1
1791,đa_số người dân việt nam k biết,0
1792,unique asia biết làm_chi biết nghe lời tụi bay đi phá làng ăn_hại hả,0
1793,bạn về mình ủng_hộ nè ở bển xa quá nói ai nghe_đâu về làm tự_thiêu phản_đối cộng_sản đảm_bảo tiếng_vang,1
1794,hẵn hèn_nhát việt chính_sách đu dây hòng tồn đảng trung nắm thóp,0
1795,chúng_thể cộng_sản tầu nuôi chăn mày nô tài danh mày màyiều anh emày chúng chính_thức xác_nhận chúng cúi đầu mày chó cắn dân_tộc đương_nhiên,1
1796,cộng_sản việt nam phụ_thuộc kinh_tế tàu cộng thôi lạnh đạo toàn não chó,1
1797,k cộng_sản qut nợ vụ sao,1
1798,tiền bồi_thường lấy tiền thuế_dân suy chính_phủ csvn thiệt_hại,1
1799,đảng_viên nghề hái tiền nhĩ phấn_đấu thẻ đảng mới ngon,1
1800,tôi ki biết thế_nào ng tôi yêu việt nam tin_tưởng việt nam ủng_hộ việt nam ng hồi xưa còn bh chán cách lm đảng cộng_sản việt nam lắm,-1
1801,người việt cộng đem tiền người việt nam trả nợ,1
1802,lich su se phai ghi toan bo nhung su viec nay de nay con chau chung ta thay cac trieu dai ai la nguoi lanh dao dat nuoc di_len va ai la tay_sai giac trung quoc ai la ke hen nhat chi vi tien loi ich nhom,0
1803,một t đô số tiền lớn nhung k lớn ảnh_hưởng bằng đảng nhà_nước,0
1804,việt namày cộng_hoà làmày nô_lệ mày,0
1805,ai tra e ho can bo gom ngàn t đua gd xu giay chet la hai dan hai nuoc la gioi thoi chua thay giup gi bao gio,0
1806,đăng khơi_khơi ai tin hả ad link,1
1807,ủa ai kêu tui bồi_thường đâu quát đờ heo,0
1808,nó lấy tiền thuế nhân_dân trong màyày màyàyà màyày ngu wa pik,1
1809,một dĩa cơm k đóng thuế hết k k xăng đóng thuế hết k tụi nó bóc_lột dân một_cách thầm_lặng dân mình nhát quá dám tinh tiếng,1
1810,gói màyàyàyàyàyàyàyàyàyàyì tômàyàyàyàyàyàyàyàyàyày hằng ngày màyàyàyàyàyàyàyàyàyày ăn màyàyàyàyàyàyàyàyàyàyới giá k gần màyàyàyàyàyàyàyàyàyày màyàyàyàyàyàyàyàyàyàyua k nó lấy ngon màyàyàyàyàyàyàyàyàyày k màyàyàyàyàyàyàyàyàyày đi màyàyàyàyàyàyàyàyàyày trắng màyàyàyàyàyàyàyàyàyàyặt lương củ thực_tế chủ màyàyàyàyàyàyàyàyàyày thể trả màyàyàyàyàyàyàyàyàyày củ chủ màyàyàyàyàyàyàyàyàyày lo_lót đủ thứ phí bọn quan nó húp chủ màyàyàyàyàyàyàyàyàyày thể trả màyàyàyàyàyàyàyàyàyày củ chính màyàyàyàyàyàyàyàyàyày tụi cộng_sản nó cướp trắng củ đấy ngu bò,1
1811,trịnh hữu trí ủa cơm nhà dân hộ kinh_doanh bán tiền thuế_hộ kinh_doanh nhiêu đâu còn tiền xăng xin thưa thời_gian cao lắm ở mức k lít mấy ông chém sao k,1
1812,mày ngu bẩm_sinh hay đào_tạo,0
1813,còn tụi bây ở đất_nước đóng thuế nghĩa_vụ tụi bây đừng kêu công_an tụi bây sống lũ hèn_hạ thấy việt nam đéo ổn cút,1
1814,ông hiểu à ông đi đổ k xăng trong k tiền thứ thuế dĩa cơm ông ăn hằng ngày tất_nhiên tụi nó ngu đánh thuế,1
1815,ủa ông tui kinh_doanh ông ns xàm j,0
1816,ông kia bait đấy thế đớp,0
1817,trong dĩa cơm ngoài tính phí vat còn tính thêm tiềm cơm món liên_quan phí dịch_vụ,1
1818,mày đi màyua chai dầu ăn k đường bịch bột_giặt ng loại thuế_phí chiếmày hơn giá_trị còn tiền xăng việt_nam_nhập o tới klít màyà nó bán bao_nhiêu biết r đấy màyà hơn tr dân tính đi còn bao_nhiêu thôi đâu,1
1819,dân việt còn trã nợ ngu cộng_sản dài_dài,1
1820,t mày kimày đổi lấy màyấy màyạng thiên_thần rẻ màyà,-1
1821,hoàn vốn phía kia độc_quyền khai_thác gào xuyên_tạc việt tân,1
1822,việt nam giàu biếu thiên_hạ_thế mới giàu,0
1823,dân mãi dân đến nào mới chở thành dân_chủ trời,1
1824,bop co dan de lay tien tra thoide maco thang nao lam ma no chiu bo tien tui de boi thuong dautoan lu an hai dat nuoc,1
1825,bạn làm lãnh_đạo đất_nước tan_hoang hết sao ta biết nhịn_nhục chờ cơ_hội nôn_nóng thời việt nam cộng_hoà làm mất luôn hoàng_sa,-1
1826,khẩn mong mấy ông lãnh_đạo hèn giặc chức về quê hết đi ông k đủ tư h làm lãnh_đạo đất_nước chúng_tôi nhá,1
1827,tính nợ công thôi t chia triệu dân mấy đồng_bạc rau thôi,1
1828,tin chuẩn_xác bao_nhiêu ad thấy bbc voavvcác báo khác đăng tin,0
1829,chúng_nó ăn nhân_dân đổ vỏ thật bất_công,1
1830,ủng_hộ cali tự_trị xuống_đường nào,0
1831,lãn đạo hèndân chịu,1
1832,việt cộng chi lam trai y tau con boi thuong la tien cua dan ngu cu den,1
1833,bọn chúng nhu_nhược củng_cố ghế chúng,1
1834,t_đô xã_hội tr usd về nhà cá_nhân thấy sao quá hợp_lí hông,1
1835,chính_phủ hèn_nhát giỏi đàn_áp dân,1
1836,co mấy ngàn t ấy tiền trong dân đầy,1
1837,t nhằm nhò bán vài chậu lan trả nợ nhiêu kkk,1
1838,chúng mất xu nào đâu toàn dân mình lo hết,1
1839,đệt mụa,0
1840,đất_nước chậm phát_triển,1
1841,lo mai tăng thuế,1
1842,bản_chất việt,1
1843,đất bán hết màcòn,0
1844,tiền mấy thằng cầm_quyền lo dân đâu bắt dân trả nợ đéo công_bằng cc hết,1
1845,mấy bạn ng việt nam nhớ uống nước nhé mất nước dễ thành soẹt nha bạn mình,-1
1846,chưng nao chung chêt la hêt hen vơi giăc ac vơi dân,1
1847,dong nhieu thue vao đảng cộng_sản việt nam tra tien ngu nhe cua trung cau,1
1848,ngày_xưa cộng_sản làm mất hoàng_sa chắc dũng_cảm lắm hì,1
1849,kê t_t đút_túi t dân trả lo j,0
1850,vl tien dau ma_t bay gio oi chet toi roi,0
1851,vt xuyên_tạc việt_nam phát_triển chân l kkk,-1
1852,tân ở đâu sao j ở việt nam biết tao ở việt nam đéo biết xin bí kíp đi tân,-1
1853,thông_tin thiệt nè,0
1854,hèn_nhát còn đê_tiện,1
1855,nó thả lũ chó vàng chặn đường dân xin u ăn_cướp tiền dân bù khoản l nè lũ súc_vật,1
1856,tưcko noi lơi,0
1857,t nguồn tin sxmb tối,0
1858,tha mât nươc chơ thê mât hen vơi giăc ac vơi dân,1
1859,đợi hoài thằng trẻ trâu đên nay gần chứa thấy ai lật_đổ đc nó,1
1860,sai bản_vẽ,0
1861,nguyễn minh hoàng vụ ni à bác,0
1862,nguồn thu vô_tận,0
1863,cộng_sản hút máu dân,1
1864,bọn họ làm đâu chết đấyvô song,0
1865,quánh ăn lon à,0
1866,ủa sao page nào tao chặn nó quài sao like ta hack à,0
1867,loại vong nô hiểu,0
1868,chử ngu đợi tụi bây lật_đổ hoài,0
1869,ghét chế_độ sống ở chi khôn_ngoan đi nước_ngoài sống tụi phản_động,0
1870,đmcs chung may la loai thu vât,1
1871,tiền thuế_dân,1
1872,tiền chùa quan,1
1873,nam nguyen hài thiệt nha,0
1874,nhà cầm_quyền việt cộng áp_đặt lệ_phí cao thuế_nặng người dân lấy tiền nuôi tới tầng_lớp giai_cấp thống_trị đảng_bộ gian_ác tay năm ngón viên_chức nhà_nước ngu_xuẩn lười_biếng hội_đoàn bưng bô ăn_hại,1
1875,man nguyen hội_đoàn ăn_hại à,1
1876,công san thi lam gi trò bo vân la bo,0
1877,we làm_trò,1
1878,nó ăn_bám sủa làm gi,0
1879,csvn chức giao chính_quyền nhân_dân tránh xa tàu cộng xúi_giục,1
1880,mới tranh nhau làm cán_bộ,1
1881,chắc thằng đầu_tiên hốt hết mấy thằng kiếm_ăn bỏ phế,0
1882,người mày thích học tiếng việt nhỉ,0
1883,nghe noi thành_phố hồ chí minh muôn sư dung công trinh nay lam trai bo đo,1
1884,phuong hoang thấy ít_nhất con,0
1885,thấy đốt lò đốt đồ liên_tục sao truy_cứu trách_nhiệm thằng nào làm mấy,0
1886,bình_thường thuốc giả còn bán dân uống xây công_trình bỏ_dở ở việt nam đầy,0
1887,còn đòi xây thêm nhà_hát thủ thiêm bằng đc,0
1888,công_trình vĩ_đại,0
1889,quyền chúng_nó mình chấp_nhận chịunếu anh kg muốn đấu_tranh thôi,0
1890,người cộng_sản họ muống m họ tiên tiền_đúc túi riên tham_nhũng họ vâtn btvlaf mấy thứ họ m dân khg ai đồng_tình khg phù họp thực_tế,1
1891,nge chục t_trăm t sợ tưởng_tượng số tiền người dân,0
1892,nhà_hát bò ngủ,1
1893,chả thấy đấu_tranh mẹ,0
1894,nhà_nước tiêt kiệm t giá_trị xây tầm t à,1
1895,đảng nào thu thuế,0
1896,màyấy con chó phản_động ở yên bên mày đi kg lo việt namày a nhé cút,0
1897,phản_động mới nhìn nghệ_thuật vô_giá thứ chi tỉ ít giáo_sư tiến s ní nuận đảng đến thẩm_định tôi chắc,-1
1898,dạ dự_định làm nhà_hát t quyết_tâm,0
1899,ậm nhạc định hượng cạch mạng thị tội chọ lạ một ngàn nặm trặm tị khộng đụ nhự thệ thị lạm sạo tự bạn thậy cại ựu việt cụa xạ hội chụ nghịa,1
1900,đi,0
1901,nhìn tổ đại_bàng chính_quyền xây sẵn đón nhà đầu_tư nước_ngoài,0
1902,le hung kk,0
1903,gồng mình đóng hàng trăm thứ thuế nông_thôn ở việt nam xác sơ_thế,1
1904,khánh hậu sủa sao shit ăn,0
1905,khánh hậu dm cộng_sản,1
1906,dự_án tiền vô túi riêng dự_án tiền dô còn chiện đặt ở đâu hay hiệu_quả kg kg quan_tâm mọi người bớt bức_xúc nhe,1
1907,vãi mấy thằng nàyhút máu nhân dâncó tiếc đâu,1
1908,ăn_cướp phá bọn buôn bòi bỏ sọt,0
1909,tân ơi lo giữ gin sức phẻ ráng lết wa covid còn đấu chanh nha_kkkkk,0
1910,trần nhộng đúng việt cộng con chính_tả viết còn sai,0
1911,chanh d nguyen kkkk viết sai nv mới phù_hợp chống cộng chớ kkk,0
1912,bỏ_hoang bỏ phí hàng trăm hàng ngàn tỉ củng làm,0
1913,làm_sao quan tham tiền bỏ_túi ha tân,-1
1914,nhà hat cua tuong lai biet tuong lai cua năm nào kkkkk,0
1915,thiết_kế màyạng g huawei vietnamày chẳng_lẽ sạch sao màya nước châu âu mày usa usa anh quốc japanese đức liên màyinh châu âu ấn độ india taiwan tẩy_chay huawwei sạch,0
1916,cung thu thiêm thuog dân thu thiêm,0
1917,hàng trăm thứ thuế kêu kể kể k đc loại,1
1918,triển_lãm cóc_khô ì tham nhũnglãm dũngcữa quyền hả,0
1919,tiền phật tử ta làm làm,0
1920,bánh_vẽ lấy đổ mồm,0
1921,tao ngửi thấy mùi nhang,0
1922,xây đi còn đk t còn sử_dụng đk hay k k qtam,0
1923,bọn chó cướp đất bán chia nhau dân oan la lết ba đình,1
1924,triển_lãm nón cối dép râu,0
1925,biết_bao hộ dân dời đi trong nước_mắt,0
1926,lảnh đạo csvn họ muống m họ nghỉ câi lợi họ đầu_tiên tham_nhũng họ vẩn bt họ m dâm khg đồng_tình khg phù họp thực_tế,1
1927,đồ phản_động t đủ xây đến đómuốn hoàn_thành tốn thêm khoảng nghìn t thấy đời_sống nhân_dân còn khó_khăn thôi thà nghìn_t lo dân bớt khổ,0
1928,đúng đồ phản_động đồ phản_động đúng,0
1929,xạoép trăm thứ thuế_t công_dân việt nam nhà_nước thu thế thông_báo rõ vt kê thử t xem mấy loại thuế_đi,1
1930,màyấy thímày rảnh kêu chúng bò còn bỏ tgian tluan bò đợi đemày lò mày thôi,1
1931,đảng cộng_sản tiêu hoang_phí,1
1932,ngô làm kinh_tế,0
1933,địt_mẹ cộng_sản,1
1934,đm lũ tham_quan,1
1935,làm mới ăn,0
1936,dang tao day tien noi nhieu wa,0
1937,nó nói mãi,0
1938,làm khoảng t,0
1939,ác báo,0
1940,sắp về phụt cuốc mình đi xem,0
1941,ông_cha ta ta,0
1942,đmko làm lấy éo tiền đâu bọn tao mua nhà bên mcó bọn dân đen tụi y thắc_mắc,0
1943,cang_sao,0
1944,biết sao đỉnh cao_trí_tuệ mình muốn dân ta sống dễ_bề ăn bánh_vẽ hu_hu biết đến bao_giờ dân ta mới sáng_mắt sáng lòng,1
1945,nghe nó nói nưat đi,0
1946,vt đăng bài thế ng sáng_mắt về xh hiện_thực chế_độ csvn tham tàn thối_nát làm dân việt chìm_đắm khổ_đau bất_hạnh ng giàu đến ng nghèo,1
1947,ad xin ghi_nhận kiến bạn,0
1948,lo nồi cơmàyàyày màyàyàyình ở màyàyày màyàyàyà ta sức ủng_hộ vúa liềmàyàyày bạo_loạn ở màyàyày ở việt namày nói vô_ích thôi lo nồi cơmàyàyày màyàyàyình ở màyàyày đi vt à,0
1949,cột điện ở mày đi về việt nam nằmày võng,0
1950,quán võng họ đi đường xa hay công_nhân nhà xa về nghỉ trưa thôi,0
1951,thương mảng đời nghèo_khổ võng hằng đêm,0
1952,đến xứ_sở thiên_đường roi nhé than_vãn hoai nha_kkkkkk,0
1953,quan làm lớn nhỏ kg thấy đâu gánh nợ tiền quan biết tiền vô,1
1954,sao nguoi dan kho thechuc moi ngụp khoe manh,0
1955,ai nghĩ ở võng k tháng k lời hơn ở trọ tr tháng sai_lầm cuộc_đời sài_gòn m tháng tr sống tốt trọ tr còn tr bạn sống đc tiết kiêmh chi k số hậu_quả xảy nó lớn,0
1956,sứ sở thiên_đường đâu,0
1957,chuyen thuong o huyện,0
1958,thời kinh_dương vương cách gần năm thể thua thể đô_hộ k bao_giờ đầu_hàng ăn việt_nam chúng_tôi khó đấy,0
1959,hoà_nhập hoà_tan,0
1960,lấy nguồn báo trung tuốc nói hài thật mấy tờ báo trung tuốc sủa suốt ấy bạn biết đấy chó sủa chó k cắn nó sủa nó cay_cú sợ_hãi,0
1961,chúng_ta lai_k nghĩa hoàn_toàn dòng máu họ chúng_ta phản họ đấy họ thấy,0
1962,bây_giờ chiến_tranh bạn xung_phong cào phím,0
1963,tôi đc đào_tạo dự bạn,0
1964,tốt chuẩn thôi,0
1965,chiến_tranh bộ_đội chính_quy đi tổng_động_viên hiểu k bộ_đội xuất_ngũ đc triệu_tập chiến neo thang đến cấp_bách nhất mới tới lượt ng huấn_luyện k xung_phong đi lính ctranh đc đâu tìm_hiểu thêm đi,1
1966,tổ_quốc gọi sẵn_sàng đáp lời non_sông,0
1967,lồn mất bao_nhiêu đất biển đảo biết hoà_nhập hoà_tan,1
1968,lãnh_đạo hèn đàng_lãnh_đạo người dân hèn đàng người dân kết_quả dân hèn đè đầu cởi cổ,1
1969,đảng lãnh_đạo đảng cộng_sản hèn thôi người dân tiếng chống trung quốc đảng bỏ_tù,1
1970,việt tân tiếng chống trung quốc chống ở đâu chống mạng chống bằng biểu_tình chống bằng gây_rối muốn chống sao xin lực lựng kiểm_ngư cảnh_sát biển ấy lực_lượng đấu_tranh bải vệ chủ_quyền biển đông,-1
1971,việt tân một_vài người chả giúp trong hàng đứa chạy trái banh một_cách ngu_xuẩn,-1
1972,cơ màyinh hoàng con kẹt sạo lòi thằng nguyễn xuân thanh ở đức gặp con thủ_tướng què màyới bắt sang mày màyà lạng quạng bắn phọt óc,1
1973,cơ minh hoàng súc_sinh,0
1974,bác ơi chó dlv đông quá đúng chó ai ăn đầu cha ị đầu cha chúng chúng còn biết ăn i đống shit quên ai ăn ị đầu cha chúng à,0
1975,ha_ha_ha chó trọng chó đảng,0
1976,dũng hunh nhờ ơn đảng mày mới kiện múa mồm,0
1977,đmày ở mày chữi trupmày hay ở cộng_hoà chửi tổng_thống cong cổ hết à màyở màyồmày thấy óc chó r,0
1978,thế ai ăn đầu cha mày biết tao đấy ha_ha dòng_giống ngu hơn cờ hó,0
1979,quang giờ tgiờế ai ăn đầu cgiờa ị đầu cgiờa y giờa giờa giờa tao đấy giờỏi tgiờằng cgiờa y xem tao ngồi ăn ị đầu nó suốt,0
1980,màyàyuốn tự màyày chửi đảng quyền xúc phạmàyày đến ng khác à việt namày z hiền tụi màyày,0
1981,lệnh thiên_triều buộc thái thú việt nam nghe sao,0
1982,tran huu tao thiên thằng bôd mày à nó thiên chiều nhà mày đéo người việt nam còn,0
1983,lảnh đạo việt trải thãm đỏ rước ông nội kkkk thằng nào phản_đối ông lảnh đạo việt bỏ_tù,1
1984,nhìn mỏi_mắt chẳng thấy chúng_nó dám kêu công_an đâuchúng nó bọn ngu ngục,0
1985,ở lãnh đẹo việt tân giỏi dũng cỏm công dẩn lẩn_thẩn việt tân hay_ho cao_thủ đầu mủ thôi,-1
1986,bô bao viêt công cung dam chưng to lâp trương,1
1987,nhà lảnh đạo việt cộng biết quì gối xin tha thôi bác ạ,1
1988,kennedy ton thế màyày làmàyày lãnh_đạo màyày định làmàyày,0
1989,tên hèn biết rạp mình lạy lấy lạy thôi,1
1990,dang le bạn dựa đâu chế ảnh trong văn_kiện đảng luôn_luôn chống giặc ngoại xâmày nhất trung tuốc k đứng về hay ngã về phe nào hết đảng ta đánh_đuổi pháp mày con_cháu chúng_ta đc ngày hômày nay đấy bạn à,0
1991,công anc đâu lanh viêt công đâu đa bi kim cô tay đa nhung cham tham nhung ban nươc buôn dân giêt ngươi đa nô lê tau công rôi phan tau la mât mang la chêt công_an,1
1992,đừng làm chó ghẻ tàu chệt,0
1993,lập_trường nước cộng_hoà xã_hội chủ_nghĩa việt nam việt_nam t chả phe thằng nào hết nha nó lâu_đời lịch_sử chứng_minh còn thằng nào cố_tình hiểu t_chịu,0
1994,thằng nào muốn làm bạn chơi còn muốn làm kẻ_thù thành kẻ_thù luôn,0
1995,thằng nào van_xin nó mới hội_nghị thành đô nhỉ,0
1996,trả hết nợ chiến_tranh dk tự,0
1997,biết lảnh đạo việt nam dám đất_nước việt nam còn thê_thảm dài_dài tội_nghiệp con dân việt nam quá,1
1998,da em luôn trung_thành anh anh trung ruột_thịt,0
1999,làm,0
2000,tiếp_tục hèn đi chàng_hảng,1
2001,chơi mày còn nước màyất đảng độc_tài chơi trung cộng màyất nước còn đảng,0
2002,csvn thà giữ đảng lợi phe nhóm cá_nhân,1
2003,đợi hoài chả thấy mất tí nước nàochán thậtsách trắng quốc_phòng ghi rõ việt nam m bạn tất cảđó lí sao k bóng_dáng quân_đội nước nào hiện_diện ở việt_nam,0
2004,dũng hunh mấy thằng mọi đen bố_láo trump nó bọn dân_chủ đối_lập xử mấy bữa bọn dân_chủ xúi mọi đen quậy bây_giờ nó cắn mẹ chân luôn dân_chủ bây_giờ quay tự đi xử trump nó đéo hơi_đâu ạ mấy câu_vệ_binh thấy thằng nào đâu,0
2005,ts hà hoàng hợp phân_tích thấu_đáo luận_chứng kiện rành màyạch nói hai ông việt namày trung tuốc_gắn hay khoác ngừoi gọi mày màyiều đi họ quá hiểu timày gan nhau nói trắng bà_già kẻ_cắp gặp nhau thôi chẳng tốt_đẹp đâu tình đãi_bôi hết,1
2006,bước_tiến thông_minh đi mĩ mất đảng còn đi trung tuốc mất nước thà mất nước còn hơn mất đảng,1
2007,đảng cộng_sản đặt quyền_lợi đất_nước dân_tộc hết quyền_lợi đảng thôi,1
2008,việt tânkkk việt nam tuy nước nhỏ_bé cngươi thông_minh còn làm gí mây ông lớn đánh nhau sức đầu l trang điviệt nam đứng giữa nhìn cười hả_hê sướng vt động_não suy_nghĩ đi nhakkkkk,0
2009,việt tân chính_sách việt namày nêu ai hết mày bài_học lịch_sử nói hết màyất đảo luôn,0
2010,chơi màyàyày việt namàyày lợi hơn chơi trung tuốc màyàyày chống lưng trong tranh_chấp biển đông trung tuốc phát_triển kinh_tế độc_lập quá phụ_thuộc trung tuốc nhật bản hàn quốc màyàyàyột ví_dụ nước chơi màyàyày giàu màyàyàyạnh hơn thôi,0
2011,sang dang philippines chơi mĩ ksao mất đảo trắng_trợn vậykinh tế ưđến mĩ còn muốn làm_ăn tàu kìa cháucháu nói nhật hàn sao cháu k nói tới mấy nước nghèo hơn việt nam chơi mĩ đoa,0
2012,bà nội bà việt nam tiếp_tục quan_hệ tốt trung tuốc hả dù nó đè đầu cưi cổ mình,0
2013,sang dang ai đè đầu cưi cổ vậynói suông thế ai nghebiết sách_trắng quốc_phòng viết thế_nào k cháubiết sao ở việt nam k đất_nước nào đc đặt căn quân khài,0
2014,chon ban ma_chơi,0
2015,ngàn năm nô_lệ giặc tàucâu nói ngấm máu người việt_nam,0
2016,tôi biết lãnh_đạo nước ta định_hướng thế_nào ng tôi chắc_chắn đại đa_số người dân tôi muốn thoát trungnhân dân_chúng_tôi bao_giờ xem chính_quyền trung quốc bạndã tâm bọn chúng ai thấy rõ rồichính quyền lãnh_đạo việt nam lắng_nghe thấu_hiểu nguyện nhân_dân tạo sức_mạnh bảo_vệ chủ_quyền tổ_quốc lòng tự_tôn dân_tộc,1
2017,nào dân việt nam chịu tẩy_chay hàng tàu,0
2018,trung tuốc màyày tất màyàyọi thứ đẩy việt namàyày thân_thiện màyày đấy chiếmàyày đảo hsts đâmàyày tàu cá tàu cộng_sản biển vùng_biển việt namàyày trân tráo tuyên_bố chủ_quyền biển đông trung tuốc việt namàyày tìmàyày đến màyày đúng rôi còn trách màyàyóc việt namàyày li_gi,0
2019,viêt tân đausao đăng tin_tức ben hoa_k,1
2020,lư văn tánh còn hơn biểu_tình đòi hs ts quăng xe bus cố_thủ giữ đất bắn v sọ,0
2021,cộng_sản trung quốc khốn_nạn nhất dã_man nhất tàn_bạo nhất xảo_trá nhất đối ng dân trung quốc họ còn tàn_bạo ví tân cương thiên_an môn bt cộng tàu thế_nào,0
2022,quan_ngại sâu_sắc hết_sức quan_ngại,0
2023,việt nam toàn lđ giỏi hút máu nói khoát nói_xàm thôi bik làm j đâubáo dân hại nước,1
2024,ad hỏi ác quá dĩ_nhiên lãnh_đạo việt nam m thinh dám m đâu nó xua quân tập_trận sân_nhà dám ho,1
